No.,チャンネル,動画番号,動画ID,YouTubeID,タイトル,台本,台本番号,作成フラグ,進捗,品質チェック結果,文字数,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,更新日時,音声整形,音声検証,音声生成,音声品質,DALL-Eプロンプト（URL・テキスト指示込み）,台本パス
145,CH01,145,CH01-145,OTBs9zj2ebM,【サヨナラ確定】この言葉を聞いたら超危険 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/145/content/assembled.md,,,投稿済み,,63,,,,,,,,"Mar 13, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/145/content/assembled.md
146,CH01,146,CH01-146,WIoPhexfsf8,【知っていますか？】誠実な人が無意識に使う「魔法の言葉」〜言われるだけで心が開く秘密の技術〜 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/146/content/assembled.md,,,投稿済み,,89,,,,,,,,"Mar 18, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/146/content/assembled.md
147,CH01,147,CH01-147,dWEDLDetQzw,【なぜ？】人生が激変する！「どうでもいい」と思うだけで全てがうまくいく理由,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/147/content/assembled.md,,,投稿済み,,71,,,,,,,,"Mar 21, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/147/content/assembled.md
148,CH01,148,CH01-148,Xh99txFMaS0,【あなたは本当に大丈夫？】老後に絶対に子供に渡してはいけない5つのもの | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/148/content/assembled.md,,,投稿済み,,78,,,,,,,,"Mar 25, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/148/content/assembled.md
149,CH01,149,CH01-149,zaqxoGt5O1o,【9割が知らない】優しい人の口癖とその深い意味！ | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/149/content/assembled.md,,,投稿済み,,67,,,,,,,,"Mar 29, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/149/content/assembled.md
150,CH01,150,CH01-150,7BhLgnRRkUk,"【人生が好転する！】""怠ける""って本当に悪いこと？怠ける人は最強！という仏教の教え | ブッダの教え",/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/150/content/assembled.md,,,投稿済み,,84,,,,,,,,"Apr 9, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/150/content/assembled.md
151,CH01,151,CH01-151,IU63A7coHuE,【人に合わせすぎて疲れたあなたへ】冷たい人ほど幸せになる驚きの理由 | その優しさが身を滅ぼします | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/151/content/assembled.md,,,投稿済み,,92,,,,,,,,"Apr 14, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/151/content/assembled.md
152,CH01,152,CH01-152,DkbqcEMI1x8,"【禁断の人間関係術】バカのふりが最強の生き方だった！""心の余白""の秘密｜知らないと損する最強の謙虚パワー【脳科学で証明】| ブッダの教え",/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/152/content/assembled.md,,,投稿済み,,102,,,,,,,,"Apr 16, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/152/content/assembled.md
153,CH01,153,CH01-153,UXPnjT8bdU4,【最強メンタルへ激変！】心配ばかりしてしまうあなたへ | ブッダの教えで心が軽くなる話,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/153/content/assembled.md,,,投稿済み,,77,,,,,,,,"Apr 22, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/153/content/assembled.md
154,CH01,154,CH01-154,rRqVxrbmtHA,"【正論よりよっぽど大切なこと！】その""常識""があなたを孤立させる | ブッダの教え | 仏教の教え",/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/154/content/assembled.md,,,投稿済み,,83,,,,,,,,"May 2, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/154/content/assembled.md
155,CH01,155,CH01-155,xD-UOFXWhbc,【衝撃の事実】心の汚い人が絶対に言えない「たった一言」｜99%が気づかない人間関係の法則 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/155/content/assembled.md,,,投稿済み,,87,,,,,,,,"May 7, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/155/content/assembled.md
156,CH01,156,CH01-156,Os1vFaeHPYM,【持ち物が増えると幸福度が下がるワケ】この矛盾をブッダはどう解いたか | ブッダの教え【聞き流し】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/156/content/assembled.md,,,投稿済み,,83,,,,,,,,"May 12, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/156/content/assembled.md
157,CH01,157,CH01-157,jkErbvLE-cA,脳が変わる感謝の力を知ってる？「本当の感謝」をした時に起こること。【感謝に秘められた力】 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/157/content/assembled.md,,,投稿済み,,87,,,,,,,,"May 15, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/157/content/assembled.md
158,CH01,158,CH01-158,M3G_tEH8scU,【逆転の一言】見下された時に使えるブッダの知恵『勝ち逃げの極意』｜仏教の教えで心が軽くなる | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/158/content/assembled.md,,,投稿済み,,88,,,,,,,,"May 18, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/158/content/assembled.md
159,CH01,159,CH01-159,YlK-4Z_ZpOU,【孤独は幸せ？】老後一人ぼっちでも幸せに生きる3つの秘訣 | 仏教が教える人生の智慧 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/159/content/assembled.md,,,投稿済み,,85,,,,,,,,"May 22, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/159/content/assembled.md
160,CH01,160,CH01-160,h1AfSqf0EI4,【仏教×脳科学】その悩み、97%は起こりません。この考え方で人生がもっと楽しくなる！心を軽くする方法  | ブッダの教え【なぜか心が晴れない人へ…】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/160/content/assembled.md,,,投稿済み,,108,,,,,,,,"Jun 7, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/160/content/assembled.md
161,CH01,161,CH01-161,AqqdqtbMbU0,【心が軽くなる】放っておくと好転する法則 | もう悩まない心の整理術 | ブッダの教え | 仏教の知恵に学ぶ,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/161/content/assembled.md,,,投稿済み,,88,,,,,,,,"Jun 12, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/161/content/assembled.md
162,CH01,162,CH01-162,cSNFdiL8wAQ,【⚠️このサインが出たら要注意】人の本性がむき出しになる３つの場面。ブッダが教える人間関係の極意 |  ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/162/content/assembled.md,,,投稿済み,,92,,,,,,,,"Jun 17, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/162/content/assembled.md
163,CH01,163,CH01-163,xUNMillK3go,【心が軽くなるブッダの教え】人間関係と体調の波に疲れたあなたへ。ブッダが教える5つの心の整え方  | 否定性バイアス,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/163/content/assembled.md,,,投稿済み,,92,,,,,,,,"Jun 18, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/163/content/assembled.md
164,CH01,164,CH01-164,CxDlP2vCCbM,【人間関係で本当に見るべき一点】本当に信じていい人の見抜き方｜もう人間関係で悩まないための4つの視点 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/164/content/assembled.md,,,投稿済み,,93,,,,,,,,"Jun 29, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/164/content/assembled.md
165,CH01,165,CH01-165,pjQhLE7LByQ,【無駄な争いを避ける極意🧘】怒りを消し去り、心の平穏を取り戻す方法 | ブッダの教え【頭に来ても絶対に戦うな】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/165/content/assembled.md,,,投稿済み,,89,,,,,,,,"Jul 8, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/165/content/assembled.md
166,CH01,166,CH01-166,A7bZxRwaYLY,【絶対やるべき！】無理して付き合う必要はない人の特徴｜ブッダが教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/166/content/assembled.md,,,投稿済み,,67,,,,,,,,"Jul 12, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/166/content/assembled.md
167,CH01,167,CH01-167,q_6wYkvXvcc,【脳が変わる習慣】ブッダの教え「掃けば不運が去り、福が来る」心の掃除で人生が変わる理由,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/167/content/assembled.md,,,投稿済み,,77,,,,,,,,"Jul 15, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/167/content/assembled.md
168,CH01,168,CH01-168,FCJlRJuM_q0,【全てうまくいく黄金法則】人生最後も笑顔になれます。「本当に大切にすべきこと」５選｜心温まる話,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/168/content/assembled.md,,,投稿済み,,81,,,,,,,,"Jul 18, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/168/content/assembled.md
169,CH01,169,CH01-169,pPYsu47yfYs,たった一言で気持ちが楽になる仏教の言葉！ | 力が湧くブッダの教え【ありがたいお言葉】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/169/content/assembled.md,,,投稿済み,,77,,,,,,,,"Jul 29, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/169/content/assembled.md
170,CH01,170,CH01-170,d8rzNAububE,【ほぼ知られてない脳科学と心理学】心配性の人が悩むのをやめる最強の教え。ペンシルベニア大学の研究で証明🧠 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/170/content/assembled.md,,,投稿済み,,95,,,,,,,,"Aug 3, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/170/content/assembled.md
171,CH01,171,CH01-171,-dGBn_uFOn0,【９割が知らない鈍感力】心が楽になるブッダの「受け流す」技術。自分の心を守るための優しさと賢さが身につきます。,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/171/content/assembled.md,,,投稿済み,,89,,,,,,,,"Aug 8, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/171/content/assembled.md
172,CH01,172,CH01-172,i9D7gvjbyew,【99%好かれる会話術】なぜか人が集まる究極テクニック｜ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/172/content/assembled.md,,,投稿済み,,68,,,,,,,,"Aug 14, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/172/content/assembled.md
173,CH01,173,CH01-173,w62D9sjmS9U,【寝る前5分】その日の不安をリセットし、ぐっすり眠るブッダの習慣｜仏教の教え【慈悲の瞑想】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/173/content/assembled.md,,,投稿済み,,79,,,,,,,,"Aug 20, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/173/content/assembled.md
174,CH01,174,CH01-174,WnXF1Js8A1s,【これで幸運になります！】なぜかいつもご機嫌な人が無意識にやっている習慣 | ブッダの教え【科学的にも証明】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/174/content/assembled.md,,,投稿済み,,88,,,,,,,,"Aug 24, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/174/content/assembled.md
175,CH01,175,CH01-175,X714gD0ffyo,怒りを消す簡単なコツを知ってますか？ | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/175/content/assembled.md,,,投稿済み,,61,,,,,,,,"Aug 29, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/175/content/assembled.md
176,CH01,176,CH01-176,9JW_Es9Vvdc,【🔮究極の言葉で人生は99%好転】口にするだけで運命が変わる「天国言葉」と、人生を壊す「地獄言葉」｜ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/176/content/assembled.md,,,投稿済み,,90,,,,,,,,"Sep 11, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/176/content/assembled.md
177,CH01,177,CH01-177,os-SJ9NY8EI,【99%好かれる】あなたの「顔つき」、損をしていませんか？ | ブッダの教え【運気を上げる人相術】,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/177/content/assembled.md,,,投稿済み,,83,,,,,,,,"Sep 16, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/177/content/assembled.md
178,CH01,178,CH01-178,yB-68eCRXIw,【孤独が最強な理由】一人の時間を”極上”に変えるテクニック３選 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/178/content/assembled.md,,,投稿済み,,74,,,,,,,,"Sep 26, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/178/content/assembled.md
179,CH01,179,CH01-179,xwZD6Z3dH7o,【なぜか心がザワつく夜に】脳のゴミを掃除して、安らかに眠る仏教の知恵 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/179/content/assembled.md,,,投稿済み,,77,,,,,,,,"Sep 28, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/179/content/assembled.md
180,CH01,180,CH01-180,w-2L4lkjZ30,【人生が変わる最強の和歌】9歳の親鸞聖人が見抜いた後悔しない生き方。「明日やろう」が口癖のあなたへ | 仏教の教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/180/content/assembled.md,,,投稿済み,,91,,,,,,,,"Sep 30, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/180/content/assembled.md
181,CH01,181,CH01-181,IwZj_QPlIOg,【永久保存版】人や社会に揺るがされない強い心の作り方 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/181/content/assembled.md,,,投稿済み,,69,,,,,,,,"Oct 5, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/181/content/assembled.md
182,CH01,182,CH01-182,3H3ej2OLsVM,【最終結論】消えない不安の正体は、ただの“心の癖”です。 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/182/content/assembled.md,,,投稿済み,,71,,,,,,,,"Oct 9, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/182/content/assembled.md
183,CH01,183,CH01-183,c3xEIu3qHFk,【警告】99%が不幸になってしまう３つの習慣。仏教物語と最新の健康科学が暴く、心と体を蝕む悲惨な末路。 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/183/content/assembled.md,,,投稿済み,,94,,,,,,,,"Oct 14, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/183/content/assembled.md
184,CH01,184,CH01-184,CIerZZosiGY,【科学的に証明】怒ることは「毒を飲む」のと同じ。自分を破壊するヤバい感情の正体をブッダが全て暴露します。 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/184/content/assembled.md,,,投稿済み,,95,,,,,,,,"Oct 15, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/184/content/assembled.md
185,CH01,185,CH01-185,Maj2bFj8rbc,【なぜか運がいい人の口癖】ブッダも実践した、幸運を呼び込む「アファメーション」の力 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/185/content/assembled.md,CH01-186,1.0,投稿済み,未完了,84,言葉が変われば、全てうまくいく。,,,人物の口から、光り輝く蝶が飛び立ち、周りの世界をキラキラと輝かせている。ポジティブな言葉が現実を創造していくイメージ。画面中央に、力強い白のゴシック体で「言葉が変われば、人生が変わる。」と表示。,「言霊」の力を仏教の「正語」と結びつけ、使う言葉を選ぶだけで、自己肯定感を高め、幸運を引き寄せる体質になる方法を提案する。,,導入：「どうせ無理」「ついてない」が口癖になっていませんか？その言葉が、あなたの現実を創っていると語る. ブッダの教え：「正語（しょうご）」とは、嘘や悪口を言わないだけでなく、自分や他人を勇気づける、建設的な言葉を使うこと. 幸運を呼ぶアファメーション：①「私は運がいい」。根拠はなくてもいい。断定形で唱える。②「すべてはうまくいっている」。困難な状況でも、これは成長の過程だと信じる。③「ありがとう」。感謝の言葉は、最高の波動を持つ. 結論：言葉は、思考の種。ポジティブな言葉の種を蒔き続ければ、やがて人生という庭に、美しい幸運の葉が咲き乱れると締めくくる。,"Oct 21, 2025",,,待機中,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/185/content/assembled.md
186,CH01,186,CH01-186,mHUvbS7-KKQ,【逆転の一言】嫌な人から身を守る最強の方法「慈悲の距離」| ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/186/content/assembled.md,,,投稿済み,,70,,,,,,,,"Nov 6, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/186/content/assembled.md
187,CH01,187,CH01-187,3yWwS_ISmw8,【９割が誤解している優しさ】自分も相手も救う「境界線」の引き方 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/187/content/assembled.md,,,投稿済み,,74,,,,,,,,"Nov 11, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/187/content/assembled.md
188,CH01,188,CH01-188,uGUeJNpzDpk,【99%の悪口を受け流す最強の護身術】悪を返さぬ者だけが、真の勝利者となる、ブッダの心の用心術 | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/188/content/assembled.md,,,投稿済み,,90,,,,,,,,"Nov 12, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/188/content/assembled.md
189,CH01,189,CH01-189,YlZ-Y68FOs0,【危険】真面目すぎる人がやりがちなNG思考｜禅の教え「放下着」で心を軽くする | ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/189/content/assembled.md,,,投稿済み,,81,,,,,,,,"Nov 17, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/189/content/assembled.md
190,CH01,190,CH01-190,Ms6eVNFxAWY,【どうでもいい達人】禅語「放下着」で心を軽くする朝昼夜ルーティン,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/190/content/assembled.md,,,投稿済み,,5634,,,,,"『どうでもいい』切り口の既存動画（2025/03/21公開、49,410回再生、平均視聴5:48、平均再生率38.73%）は視聴継続率が高い。マナトピ（2020/11/13）で佐藤隆定副住職が語る『放下着＝執着を手放す』実践と、ブッダの筏の喩えを組み合わせ、朝昼夜のルーティンに翻訳することで量産体制の「習慣コンテンツ」枠を補強する。",50-70代。家族の介護や地域役割で忙しく、「やるべきこと」に縛られて疲弊する人。,【導入】『何をしても“これでいいのか”と頭がざわつく』→どうでもいい達人という呼び名で興味喚起。 【物語】63歳・順子が介護と地域役割で常に未完了タスクを抱え、頭痛と不眠に悩む描写。 【教え】マナトピ記事で佐藤隆定師が語る『放下着＝持ち続けない勇気』『筏を担いで歩かない話』を引用し、理想と現実のズレを手放す意義を説明。 【朝昼夜ルーティン】朝=ニュース前に理想を書き出し破る／昼=頼まれ事に即答しない3拍呼吸／夜=未完了を紙に書いて箱に入れる＋『放下着』と囁く。 【仏教の比喩】筏の譬えと趙州和尚の『放下着』公案を対比させ、役目が終わった思いを置く所作を紹介。 【締め】『どうでもいい』は投げやりではなく、心に余白をつくる行。翌朝の軽さを描き、コメントで自分の放下儀式を募る。,"Nov 20, 2025",,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/190/content/assembled.md
191,CH01,191,CH01-191,,【ブッダの警鐘】恩を仇で返す人の末路と、絶対に関わってはいけない理由,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/191/content/assembled.md,CH01-191,,投稿済み,,5700,恩知らずな人からは、今すぐ逃げなさい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。背を向けて去っていく人物と、その後ろで泥沼に沈んでいく影のような人物。決別と因果応報を暗示。画面中央に「恩知らずな人からは、今すぐ逃げなさい。」という文字。シリアスで教訓的なスタイル。,恩を仇で返す人への対処法と、因果応報の真理を説き、関わらないことの重要性を伝える。,人間関係で裏切られた経験のある50代-60代,【導入】信じていた人に裏切られる辛さへの共感。 【本題】恩を仇で返す人の心理（自己愛、感謝の欠如）。ブッダの教え：悪友とは離れるべき（犀の角のようにただ独り歩め）。因果応報：悪行は必ず自分に返る。 【結論】復讐せず、ただ静かに離れることが最大の防御であり、自分の人生を守る道。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/191/content/assembled.md
192,CH01,192,CH01-192,,【逃げてください】あなたの運気を吸い取る「エネルギー泥棒」の正体｜ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/192/content/assembled.md,CH01-192,,投稿済み,,5766,友達なんて、いらない。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。美しい庭園で一人静かにお茶を飲む高齢者。表情は穏やかで満ち足りている。画面中央に「友達なんて、いらない。」という文字。静寂と平穏を感じさせるスタイル。,Analyticsで『心が汚い人』『関わってはいけない人』系が鉄板。視聴者からの『会うと疲れる人がいる』という悩みに応え、スピリチュアルと心理学の両面から『エネルギーバンパイア』への対処法を説く。,50-70代。人間関係で説明できない疲れを感じている人。,【導入】会うとなぜかどっと疲れる…それはあなたの気のせいではありません。 【特徴】エネルギー泥棒の3タイプ：①哀れみ乞食（愚痴ばかり）②マウンティング（自慢ばかり）③威圧（怒りっぽい）。 【ブッダの教え】『悪友を避けよ』。自分の平穏を守ることは、冷たさではなく智慧である。 【対策】物理的距離を取るのが一番だが、無理な場合は『心の結界』を張るイメージを持つ。相手の言葉を真に受けず、ただの音として聞き流す。 【締め】あなたのエネルギーは、あなたとあなたの大切な人のために使うもの。泥棒に分け与える必要はない。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/192/content/assembled.md
193,CH01,193,CH01-193,,【沈黙の力】なぜ、賢い人は「何も言わない」のか？ブッダが教える静かなる勝利,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/193/content/assembled.md,CH01-193,,投稿済み,,5667,賢い人は、沈黙する。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。騒がしい群衆の中で、一人だけ静かに口を閉ざし、凛としている人物。その周りだけ空気が澄んでいる。画面中央に「賢い人は、沈黙する。」という文字。哲学的でクールなスタイル。,口論や言い訳をせず、沈黙を守ることの強さと賢さを説く。,言い返してしまい後悔しがちな人、口うるさい人に悩む人,【導入】言わなくていいことまで言ってしまい、トラブルになる悩み。 【本題】言葉は刃物。賢者は沈黙の価値を知っている（聖なる沈黙）。言い返すことは同じ土俵に乗ること。 【結論】沈黙は弱さではなく、最強の強さ。語らないことで、威厳と平穏を守る。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/193/content/assembled.md
194,CH01,194,CH01-194,,あなたを傷つけた人は結局こうなる,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/194/content/assembled.md,CH01-194,,投稿済み,,5700,あなたを傷つけた人は結局こうなる,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。暗い背景に、ブーメランのように戻ってきた黒い影に驚く人物。因果の巡りを表現。画面中央に「悪いことをすれば、必ず自分に返る。」という文字。ミステリアスで警告的なスタイル。,悪行を行う人への怒りを鎮め、宇宙の法則（カルマ）に委ねることを勧める。,理不尽な目に遭い、相手への怒りが消えない人,【導入】「正直者が馬鹿を見る」世の中への不満。 【本題】因果応報は絶対の法則。種を蒔けば必ず芽が出る。悪行の報いは、忘れた頃にやってくる（天網恢恢疎にして漏らさず）。 【結論】自分で罰を与えようとしなくていい。天に任せて、自分は善い行いを積み重ねよう。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/194/content/assembled.md
195,CH01,195,CH01-195,,【幸せの正体】何かを得る必要はない。気づくだけで幸せになれる理由,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/195/content/assembled.md,CH01-195,,投稿済み,,5667,幸せは、すでにここにある。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。自分の足元に咲いている小さな花に気づき、微笑む人物。日常の幸福。画面中央に「幸せは、すでにここにある。」という文字。温かく幸福感に満ちたスタイル。,青い鳥症候群からの脱却。足るを知る幸せ。,もっともっとと求め続けて疲れている人,【導入】幸せを探して、どこまでも走り続けていませんか？ 【本題】幸せは「なる」ものではなく「気づく」もの。ご飯が美味しい、空が青い、息ができる。当たり前の中に奇跡がある。 【結論】探すのをやめて、立ち止まってみよう。幸せは、あなたの足元に最初からあったのだから。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/195/content/assembled.md
