No.,チャンネル,動画番号,動画ID,YouTubeID,タイトル,台本,台本番号,作成フラグ,進捗,品質チェック結果,文字数,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,更新日時,音声整形,音声検証,音声生成,音声品質,DALL-Eプロンプト（URL・テキスト指示込み）,台本パス
188,CH01,188,CH01-188,uGUeJNpzDpk,【99%の悪口を受け流す最強の護身術】悪を返さぬ者だけが、真の勝利者となる、ブッダの心の用心術 | ブッダの教え,workspaces/scripts/CH01/188/content/assembled.md,,,投稿済み,,85,,,,,,,,"Nov 12, 2025",,,,,,workspaces/scripts/CH01/188/content/assembled.md
189,CH01,189,CH01-189,YlZ-Y68FOs0,【危険】真面目すぎる人がやりがちなNG思考｜禅の教え「放下着」で心を軽くする | ブッダの教え,workspaces/scripts/CH01/189/content/assembled.md,,,投稿済み,,76,,,,,,,,"Nov 17, 2025",,,,,,workspaces/scripts/CH01/189/content/assembled.md
190,CH01,190,CH01-190,Ms6eVNFxAWY,【どうでもいい達人】禅語「放下着」で心を軽くする朝昼夜ルーティン,workspaces/scripts/CH01/190/content/assembled.md,,,投稿済み,,5251,,,,,"『どうでもいい』切り口の既存動画（2025/03/21公開、49,410回再生、平均視聴5:48、平均再生率38.73%）は視聴継続率が高い。マナトピ（2020/11/13）で佐藤隆定副住職が語る『放下着＝執着を手放す』実践と、ブッダの筏の喩えを組み合わせ、朝昼夜のルーティンに翻訳することで量産体制の「習慣コンテンツ」枠を補強する。",50-70代。家族の介護や地域役割で忙しく、「やるべきこと」に縛られて疲弊する人。,【導入】『何をしても“これでいいのか”と頭がざわつく』→どうでもいい達人という呼び名で興味喚起。 【物語】63歳・順子が介護と地域役割で常に未完了タスクを抱え、頭痛と不眠に悩む描写。 【教え】マナトピ記事で佐藤隆定師が語る『放下着＝持ち続けない勇気』『筏を担いで歩かない話』を引用し、理想と現実のズレを手放す意義を説明。 【朝昼夜ルーティン】朝=ニュース前に理想を書き出し破る／昼=頼まれ事に即答しない3拍呼吸／夜=未完了を紙に書いて箱に入れる＋『放下着』と囁く。 【仏教の比喩】筏の譬えと趙州和尚の『放下着』公案を対比させ、役目が終わった思いを置く所作を紹介。 【締め】『どうでもいい』は投げやりではなく、心に余白をつくる行。翌朝の軽さを描き、コメントで自分の放下儀式を募る。,"Nov 20, 2025",,,,,,workspaces/scripts/CH01/190/content/assembled.md
191,CH01,191,CH01-191,,【ブッダの警鐘】恩を仇で返す人の末路と、絶対に関わってはいけない理由,workspaces/scripts/CH01/191/content/assembled.md,CH01-191,,投稿済み,,5317,恩知らずな人からは、今すぐ逃げなさい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。背を向けて去っていく人物と、その後ろで泥沼に沈んでいく影のような人物。決別と因果応報を暗示。画面中央に「恩知らずな人からは、今すぐ逃げなさい。」という文字。シリアスで教訓的なスタイル。,恩を仇で返す人への対処法と、因果応報の真理を説き、関わらないことの重要性を伝える。,人間関係で裏切られた経験のある50代-60代,【導入】信じていた人に裏切られる辛さへの共感。 【本題】恩を仇で返す人の心理（自己愛、感謝の欠如）。ブッダの教え：悪友とは離れるべき（犀の角のようにただ独り歩め）。因果応報：悪行は必ず自分に返る。 【結論】復讐せず、ただ静かに離れることが最大の防御であり、自分の人生を守る道。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/191/content/assembled.md
192,CH01,192,CH01-192,,【逃げてください】あなたの運気を吸い取る「エネルギー泥棒」の正体｜ブッダの教え,workspaces/scripts/CH01/192/content/assembled.md,CH01-192,,投稿済み,,5383,友達なんて、いらない。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。美しい庭園で一人静かにお茶を飲む高齢者。表情は穏やかで満ち足りている。画面中央に「友達なんて、いらない。」という文字。静寂と平穏を感じさせるスタイル。,Analyticsで『心が汚い人』『関わってはいけない人』系が鉄板。視聴者からの『会うと疲れる人がいる』という悩みに応え、スピリチュアルと心理学の両面から『エネルギーバンパイア』への対処法を説く。,50-70代。人間関係で説明できない疲れを感じている人。,【導入】会うとなぜかどっと疲れる…それはあなたの気のせいではありません。 【特徴】エネルギー泥棒の3タイプ：①哀れみ乞食（愚痴ばかり）②マウンティング（自慢ばかり）③威圧（怒りっぽい）。 【ブッダの教え】『悪友を避けよ』。自分の平穏を守ることは、冷たさではなく智慧である。 【対策】物理的距離を取るのが一番だが、無理な場合は『心の結界』を張るイメージを持つ。相手の言葉を真に受けず、ただの音として聞き流す。 【締め】あなたのエネルギーは、あなたとあなたの大切な人のために使うもの。泥棒に分け与える必要はない。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/192/content/assembled.md
193,CH01,193,CH01-193,,【沈黙の力】なぜ、賢い人は「何も言わない」のか？ブッダが教える静かなる勝利,workspaces/scripts/CH01/193/content/assembled.md,CH01-193,,投稿済み,,5284,賢い人は、沈黙する。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。騒がしい群衆の中で、一人だけ静かに口を閉ざし、凛としている人物。その周りだけ空気が澄んでいる。画面中央に「賢い人は、沈黙する。」という文字。哲学的でクールなスタイル。,口論や言い訳をせず、沈黙を守ることの強さと賢さを説く。,言い返してしまい後悔しがちな人、口うるさい人に悩む人,【導入】言わなくていいことまで言ってしまい、トラブルになる悩み。 【本題】言葉は刃物。賢者は沈黙の価値を知っている（聖なる沈黙）。言い返すことは同じ土俵に乗ること。 【結論】沈黙は弱さではなく、最強の強さ。語らないことで、威厳と平穏を守る。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/193/content/assembled.md
194,CH01,194,CH01-194,,あなたを傷つけた人は結局こうなる,workspaces/scripts/CH01/194/content/assembled.md,CH01-194,,投稿済み,,5317,あなたを傷つけた人は結局こうなる,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。暗い背景に、ブーメランのように戻ってきた黒い影に驚く人物。因果の巡りを表現。画面中央に「悪いことをすれば、必ず自分に返る。」という文字。ミステリアスで警告的なスタイル。,悪行を行う人への怒りを鎮め、宇宙の法則（カルマ）に委ねることを勧める。,理不尽な目に遭い、相手への怒りが消えない人,【導入】「正直者が馬鹿を見る」世の中への不満。 【本題】因果応報は絶対の法則。種を蒔けば必ず芽が出る。悪行の報いは、忘れた頃にやってくる（天網恢恢疎にして漏らさず）。 【結論】自分で罰を与えようとしなくていい。天に任せて、自分は善い行いを積み重ねよう。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/194/content/assembled.md
195,CH01,195,CH01-195,,【幸せの正体】何かを得る必要はない。気づくだけで幸せになれる理由,workspaces/scripts/CH01/195/content/assembled.md,CH01-195,,投稿済み,,5284,幸せは、すでにここにある。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。自分の足元に咲いている小さな花に気づき、微笑む人物。日常の幸福。画面中央に「幸せは、すでにここにある。」という文字。温かく幸福感に満ちたスタイル。,青い鳥症候群からの脱却。足るを知る幸せ。,もっともっとと求め続けて疲れている人,【導入】幸せを探して、どこまでも走り続けていませんか？ 【本題】幸せは「なる」ものではなく「気づく」もの。ご飯が美味しい、空が青い、息ができる。当たり前の中に奇跡がある。 【結論】探すのをやめて、立ち止まってみよう。幸せは、あなたの足元に最初からあったのだから。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/195/content/assembled.md
196,CH01,196,CH01-196,,【嫉妬の正体】他人を羨む心が消える、ブッダの驚くべき思考法,workspaces/scripts/CH01/196/content/assembled.md,CH01-196,,pending: 0/0完了,,60,人を羨むのは、もう終わり。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。色とりどりの花が咲く花畑。どの花も他と比べず、自分の色で咲いている。画面中央に「人を羨むのは、もう終わり。」という文字。美しく肯定的なスタイル。,嫉妬という苦しみから解放し、自分の幸せに気づかせる。,SNSなどで他人のキラキラした生活を見て落ち込む人,【導入】「隣の芝生は青い」。他人と比べて落ち込む心理。 【本題】嫉妬は、自分にないものへの執着。しかし、他人には他人の苦しみがある（四苦八苦）。見えている表面だけが全てではない。 【結論】自分だけの花を咲かせよう（天上天下唯我独尊）。比較をやめた瞬間、心は自由になる。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/196/content/assembled.md
197,CH01,197,CH01-197,,【許さなくていい】ブッダが教える「許せない相手」との正しい決別方法,workspaces/scripts/CH01/197/content/assembled.md,CH01-197,,pending: 0/0完了,,64,無理に許さなくていい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。重い鎖（恨み）を解き放ち、背を向けて歩き出す人物。表情は晴れやか。画面中央に「無理に許さなくていい。」という文字。癒しと解放のスタイル。,「許さなければならない」という道徳観に苦しむ人を解放する。,過去のトラウマや、酷い仕打ちを忘れられない人,【導入】許せない自分を責めていませんか？ 【本題】無理に許す必要はない。許せないという感情を認める（ありのまま）。ただし、執着して恨み続けるのは自分を傷つける。 【結論】「許す」のではなく「忘れる」「関心をなくす」。心のフォルダから削除することが、本当の決別。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/197/content/assembled.md
198,CH01,198,CH01-198,,【貧乏神が好む】お金が逃げていく人の共通点５選。金運を上げる意外な方法｜ブッダの教え,workspaces/scripts/CH01/198/content/assembled.md,CH01-198,,pending: 0/0完了,,73,その言葉、不幸を呼びます。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。口から黒い霧（悪い言葉）が出ている人物と、その周りの花が枯れていく様子。言葉の影響力を可視化。画面中央に「その言葉、不幸を呼びます。」という文字。警告的なスタイル。,『お金』テーマは再生数が安定しやすい。ただし、単なる「稼ぐ方法」ではなく、仏教的な視点から「貧乏神に好かれる（＝お金が逃げる）マインド」を指摘し、逆説的に豊かになる方法（布施、知足）を説く。お金への執着を手放すことで、結果的にお金が巡ってくるというパラダイムシフトを起こす。,全世代。老後資金に不安がある人、金運を上げたい人。「一生懸命節約しているのにお金がたまらない」と悩んでいる人。,1. 導入 - 一生懸命働いて、節約もしているのに、なぜかお金がたまらない。 - それは、あなたの家に「貧乏神」が住み着いているからかもしれない。 - 貧乏神は、汚い場所と、ある「特定の心」を持った人が大好き。 - 結論：貧乏神を追い出し、福の神（金運）を招くには、心のあり方を変える必要がある。 2. 貧乏神が好む人の共通点（5選） - ①「ない」ばかり数える（不足への執着）。 - 「お金がない」「時間がない」が口癖。 - 仏教視点：足るを知る（知足）の欠如。餓鬼道（がきどう）の精神。 - ② 支払う時に嫌な顔をする（感謝の欠如）。 - お金が出ていくことに痛みを感じる。 - お金は「エネルギー」。嫌な顔で出すと、戻ってこない。 - ③ 部屋（特に水回り）が汚い。 - 貧乏神は不浄を好む。トイレや玄関が汚いと、金運の通り道が塞がれる。 - ④ 「くれくれ」精神（奪う心）。 - 無料のものばかり欲しがる。自分からは与えない。 - 仏教視点：布施（与えること）の逆を行く行為。 - ⑤ 自分を粗末に扱っている。 - ボロボロの財布、欠けた食器を使っている。 - 「私なんてこれくらいでいい」という自己卑下が、貧しさを引き寄せる。 3. ブッダの教え：金運を上げる意外な方法 - 概念①：『布施（ふせ）』 - 出す（与える）から、入ってくる（出入り口の法則）。 - お金がなくてもできる「無財の七施」（笑顔、優しい言葉）。 - 先に与える人が、豊かさを受け取る。 - 概念②：『知足（ちそく）』 - 「足るを知る者は富む」。 - 今あるものに感謝できる人は、心が豊かであり、その豊かさが現実の富を引き寄せる。 4. 具体的なアクション - ① 支払う時に心の中で「ありがとう」と言う（感謝して送り出す）。 - ② トイレ掃除をする（不浄を清める）。 - ③ コンビニ募金など、少額でも「寄付」をする（執着を手放す練習）。 5. 締め - お金は、あなたを幸せにするための道具であり、エネルギー。 - 執着を手放し、感謝して循環させる人のところに、お金は仲間を連れて戻ってくる。 - あなた自身が「歩くパワースポット」になれば、貧乏神は逃げ出し、福の神がやってくる。 参考情報（リサーチ結果）： - 貧乏神の特徴：言い訳、不潔、感謝がない、奪う（テイカー）。 - 仏教：お金への執着（貪欲）が苦しみを生む。 - 布施：見返りを求めずに与えること（三輪空）。 - 知足：満足することを知る。 トーン＆マナー： - お金の話だが、いやらしくなく、上品で精神的な深みのあるトーン。 - 「清貧」を勧めるのではなく、「豊かな心」が「豊かな現実」を作ると説く。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/198/content/assembled.md
199,CH01,199,CH01-199,,【優しさが仇になる】「いい人」をやめれば、人生はすべてうまくいく,workspaces/scripts/CH01/199/content/assembled.md,CH01-199,,pending: 0/0完了,,63,「いい人」は、もうやめなさい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。仮面（いい人の笑顔）を外し、素顔で堂々と立つ人物。自分らしさの回復。画面中央に「『いい人』は、もうやめなさい。」という文字。力強く応援するスタイル。,都合のいい人になってしまっている人に、自分軸を持つことの大切さを伝える。,断れない人、他人の顔色ばかり伺う人,【導入】人に尽くしてばかりで、自分が疲弊していませんか？ 【本題】自己犠牲は美徳ではない。自分が満たされてこそ、他者を幸せにできる（自利利他）。嫌われる勇気を持つ。 【結論】「いい人」を卒業し、「自分を大切にする人」になろう。それが本当の幸せへの道。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/199/content/assembled.md
200,CH01,200,CH01-200,,【60代からの生き方】「何もしない」が正解。ブッダが説く、最高の老後,workspaces/scripts/CH01/200/content/assembled.md,CH01-200,,pending: 0/0完了,,65,何もしない、が最高の幸せ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。縁側で猫と一緒に日向ぼっこをしている高齢者。時間はゆっくり流れている。画面中央に「何もしない、が最高の幸せ。」という文字。のんびりとした癒しのスタイル。,生産性や役割から解放され、ただ存在することの尊さを伝える。,定年後、何をしていいか分からず焦っている人,【導入】毎日何もしないことに罪悪感を感じていませんか？ 【本題】「Doing（すること）」から「Being（あること）」へ。ただ呼吸し、生きているだけで素晴らしい。ブッダの瞑想的生活。 【結論】何もしない贅沢を味わおう。焦らず、比べず、ただ穏やかに生きるのが最高の老後。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/200/content/assembled.md
201,CH01,201,CH01-201,,【捨てれば入る】50代から運気が爆上がりする「執着の手放し方」,workspaces/scripts/CH01/201/content/assembled.md,CH01-201,,pending: 0/0完了,,62,捨てれば、運気は上がる。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。両手いっぱいの荷物を手放し、空いた手で天からの光を受け取る人物。開放感と希望。画面中央に「捨てれば、運気は上がる。」という文字。明るくポジティブなスタイル。,モノや人間関係、過去への執着を手放すことで、新しい運気が入ってくることを説く。,人生が停滞していると感じる人、モノが捨てられない人,【導入】人生が重苦しい、うまくいかないと感じる時。 【本題】コップがいっぱいでは新しい水は入らない。執着（渇愛）が苦しみの原因。捨てることは失うことではなく、スペースを作ること。 【結論】勇気を持って手放そう。空いたスペースに、想像以上の幸運が舞い込む。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/201/content/assembled.md
202,CH01,202,CH01-202,,【最高の復讐】嫌いな人を一瞬で黙らせる、ブッダの「無視」の技術,workspaces/scripts/CH01/202/content/assembled.md,CH01-202,,pending: 0/0完了,,62,無視こそ、最高の復讐。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。怒り狂う相手を、涼しい顔でスルーして通り過ぎる人物。相手は虚空を殴っている。画面中央に「無視こそ、最高の復讐。」という文字。クールで痛快なスタイル。,攻撃してくる人への対処法として、反応しないことの有効性を説く。,嫌がらせやマウントに悩む人,【導入】嫌なことを言われて、言い返したい、ギャフンと言わせたい。 【本題】相手はあなたの反応を楽しんでいる。反応しないこと（無視）が、相手にとって最大のダメージ。ブッダの「贈り物をあけなければ、それは相手のもの」の逸話。 【結論】相手と同じ土俵に立たない。優雅に無視して、自分の幸せに集中しよう。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/202/content/assembled.md
203,CH01,203,CH01-203,,【苦しみの終わり】「もう限界」と思った時に見る、心が軽くなるブッダの教え,workspaces/scripts/CH01/203/content/assembled.md,CH01-203,,pending: 0/0完了,,67,もう、頑張らなくていい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。暗いトンネルの出口から光が差し込み、うずくまる人物を照らしている。救済と希望。画面中央に「もう、頑張らなくていい。」という文字。優しく包み込むスタイル。,人生に絶望しかけている人に、寄り添いと救いの言葉を届ける。,精神的に追い詰められている人、うつ気味の人,【導入】生きるのが辛い、もう逃げ出したいと思う夜。 【本題】人生は苦である（一切皆苦）。そう認めることで楽になる。永遠に続く苦しみはない（諸行無常）。夜明け前が一番暗い。 【結論】休んでいい。逃げてもいい。命さえあれば、何度でもやり直せる。ブッダの慈悲。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/203/content/assembled.md
204,CH01,204,CH01-204,,【縁切りのススメ】離れるだけで運気が上がる、悪縁の特徴,workspaces/scripts/CH01/204/content/assembled.md,CH01-204,,pending: 0/0完了,,58,その縁、切れば運気が上がる。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。濁った水から上がり、清らかな水辺へと移動する魚。環境の変化による浄化。画面中央に「その縁、切れば運気が上がる。」という文字。清涼感のあるスタイル。,悪縁を断ち切る勇気を与え、環境を変えることの重要性を説く。,腐れ縁や、なんとなく付き合っている関係に違和感がある人,【導入】一緒にいると疲れる、運が悪くなる気がする相手。 【本題】人との縁はエネルギーの交流。悪いエネルギー（愚痴、嫉妬、怠惰）を持つ人とは離れるべき。環境が人を作る。 【結論】縁切りは、新しい良縁を呼び込むための儀式。勇気を持って手放そう。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/204/content/assembled.md
205,CH01,205,CH01-205,,【貧乏神が逃げていく】お金に好かれる人が密かにやっている「感謝」の習慣,workspaces/scripts/CH01/205/content/assembled.md,CH01-205,,pending: 0/0完了,,66,感謝すれば、お金は集まる。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。笑顔で財布を開く人物。その周りに金色の光（豊かさ）が集まってくる。画面中央に「感謝すれば、お金は集まる。」という文字。豊かさと幸福感のあるスタイル。,金運と心の持ちようの関連性を説き、感謝の実践を勧める。,お金の不安がある人、金運を上げたい人,【導入】節約ばかりしているのに、なぜかお金がたまらない。 【本題】お金は感謝のエネルギー。支払う時に「ありがとう」と言えるか。足るを知る（知足）心に、豊かさは集まる。 【結論】お金への執着を捨て、感謝して循環させる。すると、貧乏神は居心地が悪くなって逃げていく。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/205/content/assembled.md
206,CH01,206,CH01-206,,【病は気から】心の毒を出し切れば、体はみるみる若返る,workspaces/scripts/CH01/206/content/assembled.md,CH01-206,,pending: 0/0完了,,57,心の毒を出せば、若返る。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。体の中から黒い煙（毒）が抜け出て、全身が光り輝く人物。健康と若返り。画面中央に「心の毒を出せば、若返る。」という文字。健康的で爽やかなスタイル。,心身一如の考え方に基づき、心の健康が体の健康に繋がることを説く。,原因不明の不調に悩む人、健康になりたい人,【導入】検査しても異常はないのに、体がだるい、痛い。 【本題】怒りや悲しみ、ストレスは体内に毒素として溜まる。心身一如。心を浄化することが、最高の健康法。 【結論】感情を溜め込まず、吐き出そう。心が軽くなれば、体も羽が生えたように軽くなる。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/206/content/assembled.md
207,CH01,207,CH01-207,,【過去はゴミ】終わったことをクヨクヨ悩まない、ブッダの「忘れる」力,workspaces/scripts/CH01/207/content/assembled.md,CH01-207,TRUE,作成済み,,64,過去は捨てなさい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。大きなゴミ袋（過去）をゴミ捨て場に置き、手ぶらで歩き出す人物。清々しい後ろ姿。画面中央に「過去は捨てなさい。」という文字。断捨離と再出発のスタイル。,過去の失敗や栄光に囚われず、今を生きることの大切さを説く。,過去を振り返ってばかりいる人,【導入】「あの頃はよかった」「あんなことしなければ」という後悔。 【本題】過去はもう存在しない幻。ゴミを抱えて生きてはいけない。今、この瞬間だけが真実（刹那）。 【結論】過去をゴミ箱に捨てて、身軽になろう。今日という新しい一日を、真っ白な気持ちで始めよう。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/207/content/assembled.md
208,CH01,208,CH01-208,,【見下してくる人へ】相手にするな。哀れな人への「慈悲の視線」,workspaces/scripts/CH01/208/content/assembled.md,CH01-208,,pending: 0/0完了,,61,見下す人は、哀れな人。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。吠え立てる小型犬（見下す人）を、優しく見下ろすライオン（自分）。器の大きさの違い。画面中央に「見下す人は、哀れな人。」という文字。威厳と余裕のあるスタイル。,マウントを取ってくる人への心理的優位性を保つ方法。,人に見下されて悔しい思いをしている人,【導入】上から目線で物を言ってくる人へのイライラ。 【本題】人を見下すのは、自信のなさの裏返し。劣等感の塊。そんな相手に怒るのではなく、「可哀想な人だ」と慈悲の目で見ること。 【結論】同じ土俵に上がらない。あなたはあなたの価値を知っていればいい。堂々としていよう。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/208/content/assembled.md
209,CH01,209,CH01-209,,【不安消滅】老後の不安が嘘のように消える、ブッダの「今ここ」の教え,workspaces/scripts/CH01/209/content/assembled.md,CH01-209,,pending: 0/0完了,,64,老後の不安は、幻想です。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。霧が晴れて、美しい景色が広がる様子。不安の解消。画面中央に「老後の不安は、幻想です。」という文字。希望と安心感のスタイル。,将来への漠然とした不安を取り除き、現在に集中させる。,年金、健康、孤独など、老後の心配が尽きない人,【導入】まだ起きてもいないことを心配して、今日を暗くしていませんか？ 【本題】不安は心が作り出した妄想。未来は誰にも分からない。確かなのは「今、生きている」ことだけ。今を大切に生きれば、未来は自然と良くなる。 【結論】不安の雲を払い、今の光を浴びよう。一日一日を丁寧に生きることが、最強の老後対策。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/209/content/assembled.md
210,CH01,210,CH01-210,,【家族でも距離を置け】一緒にいると不幸になる家族の特徴５選,workspaces/scripts/CH01/210/content/assembled.md,CH01-210,,pending: 0/0完了,,60,家族でも、縁を切っていい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。絡まった赤い糸（家族の縁）を、ハサミで断ち切ろうとする手。その先には光がある。画面中央に「家族でも、縁を切っていい。」という文字。決断と解放を感じさせるスタイル。,家族だからという理由で犠牲になっている人を救う。適切な距離感を提案。,毒親、依存する子供、不仲な兄弟に悩む人,【導入】家族だから仲良くしなければならないという呪縛。 【本題】家族でも魂は別個の存在。互いに依存し、傷つけ合う関係（共依存）は不幸。ブッダも出家し、家族と距離を置いた。 【結論】物理的・精神的な距離を取ることは、冷淡さではなく、互いのための慈悲。,2025-11-22 09:28:01,,,,,,workspaces/scripts/CH01/210/content/assembled.md
211,CH01,211,CH01-211,,【人間関係の整理】「縁を切るべき人」の特徴５選｜あなたの運気を吸い取る疫病神,workspaces/scripts/CH01/211/content/assembled.md,CH01-211,,pending: 0/0完了,,69,今すぐ、離れろ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。黒い影のような人物が、主人公の光を吸い取ろうとしているが、主人公が冷徹に背を向けて去る様子。決別。画面中央に「今すぐ、離れろ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,情に流されず、悪縁を断ち切る勇気を持たせる。,腐れ縁や、一緒にいて疲れる相手との関係に悩んでいる人。,【導入】あなたの周りに、会うだけでどっと疲れる人はいませんか？【本題】それは「エネルギーバンパイア」です。①否定ばかりする②自分の話しかしない③恩を仇で返す。彼らを変えることは不可能です。【結論】物理的に距離を置くこと。それが唯一の解決策であり、自分を守る最強の手段です。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/211/content/assembled.md
212,CH01,212,CH01-212,,【賢者の沈黙】なぜ賢い人は「言い返さない」のか？バカを相手にしない技術,workspaces/scripts/CH01/212/content/assembled.md,CH01-212,,pending: 0/0完了,,66,バカとは、戦うな。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。怒り狂う相手を、涼しい顔で見下ろしている賢者。相手の声が届いていない様子。画面中央に「バカとは、戦うな。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,議論や争いの無意味さを説き、スルーする力を養う。,理不尽な攻撃や、話の通じない相手にイライラしている人。,【導入】議論に勝っても、あなたは負けています。【本題】愚かな人と戦うと、あなたも同じレベルに引きずり下ろされます。沈黙は「同意」ではなく「相手にしていない」という最強の侮辱。【結論】同じ土俵に立たない。無視こそが、賢者の剣です。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/212/content/assembled.md
213,CH01,213,CH01-213,,【孤独の正体】群れる羊になるな。孤高のライオンとして生きる覚悟,workspaces/scripts/CH01/213/content/assembled.md,CH01-213,,pending: 0/0完了,,62,群れるな、孤高であれ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。群衆が同じ方向へ歩く中、一人だけ逆方向へ堂々と歩くライオンのような人物。画面中央に「群れるな、孤高であれ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,孤独への恐怖を払拭し、個としての強さを肯定する。,周りに合わせてばかりで、自分を見失っている人。,【導入】「みんなと一緒」で安心していませんか？それは思考停止です。【本題】群れの中に成功者はいません。孤独は、自分自身と深く対話できる選ばれし者の特権。ブッダも「犀の角のようにただ独り歩め」と説きました。【結論】孤独を恐れるな。それはあなたが強くなった証拠です。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/213/content/assembled.md
214,CH01,214,CH01-214,,【復讐の心理学】嫌いな人を一番苦しめる「最高の復讐」とは？,workspaces/scripts/CH01/214/content/assembled.md,CH01-214,TRUE,作成済み,,60,復讐は、忘れ去ること。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。過去の敵が悔しそうに見ている前で、主人公が全く気づかずに幸せそうに笑っている様子。画面中央に「復讐は、忘れ去ること。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,直接的な報復ではなく、無関心こそが最大のダメージであることを説く。,過去の恨みが消えず、復讐したいと思っている人。,【導入】あいつを見返したい、後悔させたい。そう思っていませんか？【本題】相手への怒りを持ち続けることは、相手に支配され続けていることと同じです。最高の復讐は、あなたが圧倒的に幸せになり、相手の存在を完全に忘れること。【結論】相手の記憶をあなたの人生から消去しましょう。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/214/content/assembled.md
